Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Psicologo clinico,Clinica Reina Sofia,Manizales,Clinica Reina Sofia busca un perfil como psicologo clinico para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1500000,tiempo_completo,entry,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-04-22 15:45:44,True,salud
Psicologo clinico,Colsanitas,Bucaramanga,Colsanitas busca un perfil como psicologo clinico para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1250000,freelance,mid,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-05-01 15:45:44,True,salud
Psicologo clinico,Clinica del Country,Ibague,Clinica del Country busca un perfil como psicologo clinico para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4000000,tiempo_completo,senior,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-05-11 15:45:44,True,salud
Quimico farmaceutico,Colsanitas,Pereira,Colsanitas busca un perfil como quimico farmaceutico para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de quimico farmaceutico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de quimico farmaceutico, Supervisar produccion, Realizar pruebas de laboratorio, Cumplir normas sanitarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en quimica farmaceutica, experiencia en laboratorio, bpm obligatorio., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2250000,remoto,mid,"control de calidad, formulacion farmaceutica, normas BPM",2025-05-15 15:45:44,True,salud
Nutricionista,Sura EPS,Barranquilla,Sura EPS busca un perfil como nutricionista para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de nutricionista y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de nutricionista, Evaluar estado nutricional, Elaborar planes alimentarios, Orientar a los pacientes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: nutricionista profesional, experiencia hospitalaria, rethus vigente., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",600000,pasantia,entry,"planificacion de dietas, educacion nutricional, valoracion nutricional",2025-04-29 15:45:44,True,salud
Psicologo clinico,Coomeva EPS,Ibague,Coomeva EPS busca un perfil como psicologo clinico para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2000000,freelance,senior,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-05-02 15:45:44,True,salud
Fisioterapeuta,Clinica del Country,Pereira,Clinica del Country busca un perfil como fisioterapeuta para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de fisioterapeuta y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de fisioterapeuta, Ejecutar terapias, Disenar planes de tratamiento, Evaluar progreso del paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en fisioterapia, experiencia en rehabilitacion, rethus actualizado., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1350000,remoto,entry,"rehabilitacion fisica, ejercicios terapeuticos, atencion domiciliaria",2025-05-10 15:45:44,True,salud
Fisioterapeuta,Compensar,Pereira,Compensar busca un perfil como fisioterapeuta para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de fisioterapeuta y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de fisioterapeuta, Ejecutar terapias, Disenar planes de tratamiento, Evaluar progreso del paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en fisioterapia, experiencia en rehabilitacion, rethus actualizado., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3600000,remoto,senior,"rehabilitacion fisica, ejercicios terapeuticos, atencion domiciliaria",2025-05-02 15:45:44,True,salud
Odontologo,Compensar,Medellin,Compensar busca un perfil como odontologo para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",900000,medio_tiempo,entry,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-05-19 15:45:44,True,salud
Psicologo clinico,Clinica del Country,Bucaramanga,Clinica del Country busca un perfil como psicologo clinico para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2250000,remoto,mid,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-05-09 15:45:44,True,salud
Psicologo clinico,Clinica Reina Sofia,Santa Marta,Clinica Reina Sofia busca un perfil como psicologo clinico para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",900000,medio_tiempo,entry,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-04-22 15:45:44,True,salud
Tecnologo en radiologia,Sura EPS,Cali,Sura EPS busca un perfil como tecnologo en radiologia para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de tecnologo en radiologia y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tecnologo en radiologia, Tomar imagenes diagnosticas, Preparar pacientes, Procesar resultados, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnologo en radiologia, licencia vigente, experiencia en clinicas., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3600000,remoto,senior,"manejo de equipos RX, procesamiento de imagenes, atencion al paciente",2025-05-06 15:45:44,True,salud
Auxiliar de enfermeria,Clinica del Country,Cartagena,Clinica del Country busca un perfil como auxiliar de enfermeria para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar de enfermeria y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar de enfermeria, Tomar signos vitales, Apoyar en procedimientos medicos, Brindar cuidados basicos, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico en enfermeria, certificado vigente, minimo 1 ano de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3600000,remoto,senior,"manejo de pacientes, toma de signos vitales, aplicacion de medicamentos",2025-04-19 15:45:44,True,salud
Auxiliar de enfermeria,Laboratorio Abbott Colombia,Cartagena,Laboratorio Abbott Colombia busca un perfil como auxiliar de enfermeria para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar de enfermeria y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar de enfermeria, Tomar signos vitales, Apoyar en procedimientos medicos, Brindar cuidados basicos, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico en enfermeria, certificado vigente, minimo 1 ano de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1500000,tiempo_completo,entry,"manejo de pacientes, toma de signos vitales, aplicacion de medicamentos",2025-05-17 15:45:44,True,salud
Quimico farmaceutico,Clinica del Country,Bogota,Clinica del Country busca un perfil como quimico farmaceutico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de quimico farmaceutico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de quimico farmaceutico, Supervisar produccion, Realizar pruebas de laboratorio, Cumplir normas sanitarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en quimica farmaceutica, experiencia en laboratorio, bpm obligatorio., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",750000,freelance,entry,"control de calidad, formulacion farmaceutica, normas BPM",2025-05-01 15:45:44,True,salud
Enfermero jefe,Colsanitas,Medellin,Colsanitas busca un perfil como enfermero jefe para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de enfermero jefe y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de enfermero jefe, Supervisar personal, Coordinar turnos, Liderar procesos de calidad, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: enfermero profesional, experiencia en liderar equipos, diplomado en uci es un plus., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2250000,remoto,mid,"coordinacion de personal, administracion de medicamentos, SAP",2025-05-04 15:45:44,True,salud
Auxiliar administrativo en salud,Clinica Reina Sofia,Bogota,Clinica Reina Sofia busca un perfil como auxiliar administrativo en salud para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar administrativo en salud y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar administrativo en salud, Registrar datos de pacientes, Gestionar citas, Elaborar facturacion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico o tecnologo en gestion administrativa, experiencia en ips., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1000000,pasantia,mid,"manejo de historias clinicas, atencion al usuario, facturacion en salud",2025-05-06 15:45:44,True,salud
Odontologo,Clinica Reina Sofia,Medellin,Clinica Reina Sofia busca un perfil como odontologo para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1000000,pasantia,mid,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-05-04 15:45:44,True,salud
Nutricionista,Laboratorio Abbott Colombia,Cartagena,Laboratorio Abbott Colombia busca un perfil como nutricionista para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de nutricionista y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de nutricionista, Evaluar estado nutricional, Elaborar planes alimentarios, Orientar a los pacientes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: nutricionista profesional, experiencia hospitalaria, rethus vigente., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2250000,remoto,mid,"planificacion de dietas, educacion nutricional, valoracion nutricional",2025-05-09 15:45:44,True,salud
Odontologo,Clinica Reina Sofia,Santa Marta,Clinica Reina Sofia busca un perfil como odontologo para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",750000,freelance,entry,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-05-19 15:45:44,True,salud
Odontologo,Compensar,Barranquilla,Compensar busca un perfil como odontologo para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1350000,remoto,entry,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-04-25 15:45:44,True,salud
Fisioterapeuta,Sura EPS,Bogota,Sura EPS busca un perfil como fisioterapeuta para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de fisioterapeuta y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de fisioterapeuta, Ejecutar terapias, Disenar planes de tratamiento, Evaluar progreso del paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en fisioterapia, experiencia en rehabilitacion, rethus actualizado., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2250000,remoto,mid,"rehabilitacion fisica, ejercicios terapeuticos, atencion domiciliaria",2025-05-05 15:45:44,True,salud
Fisioterapeuta,Colsanitas,Bogota,Colsanitas busca un perfil como fisioterapeuta para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de fisioterapeuta y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de fisioterapeuta, Ejecutar terapias, Disenar planes de tratamiento, Evaluar progreso del paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en fisioterapia, experiencia en rehabilitacion, rethus actualizado., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",600000,pasantia,entry,"rehabilitacion fisica, ejercicios terapeuticos, atencion domiciliaria",2025-04-30 15:45:44,True,salud
Medico general,Sura EPS,Cali,Sura EPS busca un perfil como medico general para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, Realizar consultas, Formular tratamientos, Remitir a especialistas, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: medico titulado, tarjeta profesional, experiencia en consulta externa., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2400000,medio_tiempo,senior,"diagnostico clinico, historia clinica, manejo de pacientes",2025-05-18 15:45:44,True,salud
Auxiliar administrativo en salud,Clinica del Country,Santa Marta,Clinica del Country busca un perfil como auxiliar administrativo en salud para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar administrativo en salud y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar administrativo en salud, Registrar datos de pacientes, Gestionar citas, Elaborar facturacion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico o tecnologo en gestion administrativa, experiencia en ips., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2500000,tiempo_completo,mid,"manejo de historias clinicas, atencion al usuario, facturacion en salud",2025-05-14 15:45:44,True,salud
Medico general,Fundacion Santa Fe de Bogota,Santa Marta,Fundacion Santa Fe de Bogota busca un perfil como medico general para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, Realizar consultas, Formular tratamientos, Remitir a especialistas, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: medico titulado, tarjeta profesional, experiencia en consulta externa., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1600000,pasantia,senior,"diagnostico clinico, historia clinica, manejo de pacientes",2025-05-06 15:45:44,True,salud
Odontologo,Clinica Reina Sofia,Bucaramanga,Clinica Reina Sofia busca un perfil como odontologo para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2400000,medio_tiempo,senior,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-05-14 15:45:44,True,salud
Nutricionista,Laboratorio Abbott Colombia,Pereira,Laboratorio Abbott Colombia busca un perfil como nutricionista para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de nutricionista y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de nutricionista, Evaluar estado nutricional, Elaborar planes alimentarios, Orientar a los pacientes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: nutricionista profesional, experiencia hospitalaria, rethus vigente., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2500000,tiempo_completo,mid,"planificacion de dietas, educacion nutricional, valoracion nutricional",2025-04-28 15:45:44,True,salud
Auxiliar de enfermeria,Clinica Imbanaco,Medellin,Clinica Imbanaco busca un perfil como auxiliar de enfermeria para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar de enfermeria y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar de enfermeria, Tomar signos vitales, Apoyar en procedimientos medicos, Brindar cuidados basicos, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico en enfermeria, certificado vigente, minimo 1 ano de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2250000,remoto,mid,"manejo de pacientes, toma de signos vitales, aplicacion de medicamentos",2025-04-23 15:45:44,True,salud
Fisioterapeuta,Hospital Pablo Tobon Uribe,Santa Marta,Hospital Pablo Tobon Uribe busca un perfil como fisioterapeuta para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de fisioterapeuta y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de fisioterapeuta, Ejecutar terapias, Disenar planes de tratamiento, Evaluar progreso del paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en fisioterapia, experiencia en rehabilitacion, rethus actualizado., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2250000,remoto,mid,"rehabilitacion fisica, ejercicios terapeuticos, atencion domiciliaria",2025-04-24 15:45:44,True,salud
Quimico farmaceutico,Clinica Imbanaco,Pereira,Clinica Imbanaco busca un perfil como quimico farmaceutico para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de quimico farmaceutico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de quimico farmaceutico, Supervisar produccion, Realizar pruebas de laboratorio, Cumplir normas sanitarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en quimica farmaceutica, experiencia en laboratorio, bpm obligatorio., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",600000,pasantia,entry,"control de calidad, formulacion farmaceutica, normas BPM",2025-05-16 15:45:44,True,salud
Auxiliar de enfermeria,Clinica Reina Sofia,Pereira,Clinica Reina Sofia busca un perfil como auxiliar de enfermeria para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar de enfermeria y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar de enfermeria, Tomar signos vitales, Apoyar en procedimientos medicos, Brindar cuidados basicos, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico en enfermeria, certificado vigente, minimo 1 ano de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",750000,freelance,entry,"manejo de pacientes, toma de signos vitales, aplicacion de medicamentos",2025-04-24 15:45:44,True,salud
Auxiliar administrativo en salud,Hospital Pablo Tobon Uribe,Santa Marta,Hospital Pablo Tobon Uribe busca un perfil como auxiliar administrativo en salud para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar administrativo en salud y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar administrativo en salud, Registrar datos de pacientes, Gestionar citas, Elaborar facturacion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico o tecnologo en gestion administrativa, experiencia en ips., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1000000,pasantia,mid,"manejo de historias clinicas, atencion al usuario, facturacion en salud",2025-05-15 15:45:44,True,salud
Tecnologo en radiologia,Clinica Imbanaco,Medellin,Clinica Imbanaco busca un perfil como tecnologo en radiologia para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de tecnologo en radiologia y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tecnologo en radiologia, Tomar imagenes diagnosticas, Preparar pacientes, Procesar resultados, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnologo en radiologia, licencia vigente, experiencia en clinicas., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2400000,medio_tiempo,senior,"manejo de equipos RX, procesamiento de imagenes, atencion al paciente",2025-05-10 15:45:44,True,salud
Quimico farmaceutico,Coomeva EPS,Pereira,Coomeva EPS busca un perfil como quimico farmaceutico para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de quimico farmaceutico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de quimico farmaceutico, Supervisar produccion, Realizar pruebas de laboratorio, Cumplir normas sanitarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en quimica farmaceutica, experiencia en laboratorio, bpm obligatorio., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2500000,tiempo_completo,mid,"control de calidad, formulacion farmaceutica, normas BPM",2025-05-07 15:45:44,True,salud
